ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,90%_FAP,95%_FAP,99%_FAP
GDR1_2162240708953684992,24.789301109470987,0.9972033372484798,10.862991033632497,0.9999049603772986,0.25657344229499585,0.9945162737039492,0.10076519072091522,91.77005643212308,0.039304474868826524,0.04202638132893965,0.048132713828321294
